Ticket_ID,Passenger_Name,Train_No,Route_Name,Departure_Station,Arrival_Station,Journey_Date,Booking_Date,Train_Class,Distance_km,Fare_Rs,Delay_Minutes,Payment_Method,Booking_Source,Age,Gender
a2d05fa2-6762-4099-89e7-8afd09f8bfee,Madhav Subramanian,TR2928,Hyderabad-Bangalore,Bangalore,Patna,2025-01-20,2024-11-17,Second Sitting,728.0,715.7,5,Debit Card,IRCTC Website,20,Other
7e244a78-f590-4af2-b5ae-6adea4fc3c11,Samiha Rattan,TR1087,Hyderabad-Bangalore,Jaipur,Lucknow,2024-12-22,2024-11-07,Sleeper,1077.0,2300.99,60,Debit Card,Mobile App,57,Other
85b3e6fb-f4ad-4f80-8f29-a3524f37b49b,Zoya Sanghvi,TR1599,Kolkata-Chennai,Kolkata,Lucknow,2025-05-27,2024-12-25,AC 2 Tier,1763.9,1067.59,10,Net Banking,IRCTC Website,22,Other
3d1a3be1-85ac-40e8-897f-fdfbe994c3a2,Ryan Jani,TR1636,Delhi-Mumbai,Kolkata,Lucknow,2025-03-30,2025-02-07,AC 3 Tier,979.3,125.66,45,UPI,Mobile App,17,Female
de191cd5-eaa1-49b0-b004-91872cd1d0e4,Kaira Yohannan,TR6692,Hyderabad-Bangalore,Chennai,Mumbai,2025-05-21,2025-04-29,Sleeper,267.1,2270.13,30,UPI,Mobile App,40,Female
759cdb7e-a4ae-423b-b6e4-a4bc5d70a5e1,Jhanvi Vala,TR3235,Kolkata-Chennai,Lucknow,Bangalore,2025-05-16,2025-03-04,AC First Class,1439.1,2117.88,45,UPI,IRCTC Website,44,Other
60ebba33-41e3-4331-b54f-1b7817363361,Jhanvi Korpal,TR8703,Lucknow-Patna,Delhi,Patna,2025-05-23,2025-04-22,AC First Class,1635.5,737.25,5,Cash,Railway Counter,30,Other
a840b91d-5760-4798-aa2d-569cb1150b91,Vritika Hans,TR3668,Hyderabad-Bangalore,Jaipur,Chennai,2025-01-11,2024-12-22,Second Sitting,1167.5,2443.97,30,UPI,Travel Agent,23,Male
fa2f6ff3-85d2-4c5d-aefb-702daa328db2,Damini Zacharia,TR8351,Kolkata-Chennai,Lucknow,Mumbai,2025-01-14,2024-11-03,AC First Class,1983.0,2466.44,45,UPI,Railway Counter,42,Male
c0ac9376-c98c-449d-b1ab-c2272d50021a,Parinaaz Sekhon,TR9848,Kolkata-Chennai,Bangalore,Jaipur,2025-01-16,2025-01-16,Second Sitting,904.8,1515.52,5,Net Banking,Travel Agent,11,Female
da9d0fc2-1404-4763-80d6-fa0eeefcd256,Emir Joshi,TR4988,Delhi-Mumbai,Mumbai,Lucknow,2025-01-16,2024-11-07,Sleeper,1470.4,279.94,120,UPI,IRCTC Website,41,Male
42ffac1e-78e1-4317-bc3a-89001e78490e,Shlok Lall,TR5384,Hyderabad-Bangalore,Chennai,Patna,2025-01-23,2025-01-15,Second Sitting,302.8,1116.65,0,Cash,IRCTC Website,73,Male
77002fda-777a-4311-99ab-381941f009dd,Ivana Shukla,TR6310,Delhi-Mumbai,Lucknow,Kolkata,2025-03-16,2025-03-01,AC 2 Tier,530.3,601.74,60,UPI,Mobile App,58,Male
664d778d-75c8-47b8-a7cd-1f53007ce89d,Prerak Manne,TR7343,Ahmedabad-Jaipur,Lucknow,Bangalore,2025-03-17,2024-11-03,Sleeper,1474.3,1783.25,15,UPI,Mobile App,68,Female
8487674c-f257-404d-abde-4fed0cef449f,Yashvi Contractor,TR9249,Lucknow-Patna,Chennai,Bangalore,2025-02-20,2025-02-05,Second Sitting,886.3,687.45,120,Cash,Mobile App,36,Male
50f68709-537b-4a21-aceb-f99ceb96fd3c,Hunar Vasa,TR6266,Ahmedabad-Jaipur,Mumbai,Patna,2025-03-06,2024-12-27,Second Sitting,1587.5,744.58,90,Debit Card,IRCTC Website,22,Male
2582d2c6-981c-40e7-b506-d4bb5d9911f2,Samarth Jhaveri,TR6442,Delhi-Mumbai,Chennai,Lucknow,2025-05-06,2025-03-09,AC 2 Tier,1986.7,1753.89,90,UPI,Railway Counter,41,Male
7470e6b3-0f70-4c0c-ab43-66c56133ec3a,Krish Ratti,TR2289,Hyderabad-Bangalore,Kolkata,Lucknow,2025-05-24,2025-04-11,Second Sitting,1608.5,803.77,0,Cash,IRCTC Website,55,Other
e063a97c-73d3-4edf-99b7-2b12db050ccb,Mamooty Sangha,TR7117,Delhi-Mumbai,Jaipur,Chennai,2025-03-14,2025-01-21,AC 3 Tier,1970.5,1940.92,30,Debit Card,Mobile App,22,Other
7f29a0eb-43eb-4b0f-b888-6ef2e5c7442e,Bhamini Sethi,TR3428,Delhi-Mumbai,Chennai,Delhi,2025-03-25,2024-12-22,AC 3 Tier,774.4,2312.95,10,Net Banking,Travel Agent,16,Male
d72d98a8-7aa0-40f8-8872-1cebd6373389,Armaan Aggarwal,TR7346,Lucknow-Patna,Chennai,Mumbai,2025-01-30,2024-11-17,AC 2 Tier,1614.5,1761.24,90,Credit Card,Travel Agent,37,Other
bd137f89-0e31-4884-9a42-f7badf44530d,Aradhya Ganesh,TR1152,Ahmedabad-Jaipur,Lucknow,Delhi,2025-02-19,2025-01-07,AC 3 Tier,1443.0,2305.97,60,Credit Card,Railway Counter,45,Male
0f257b07-bc86-4e1c-9005-cb59b1c88af8,Riaan Chacko,TR4368,Kolkata-Chennai,Chennai,Bangalore,2025-04-16,2025-03-30,AC First Class,1555.6,363.49,120,Credit Card,Railway Counter,27,Other
b57e1004-811d-4122-ac38-78d25ce039e0,Raunak Bhardwaj,TR4149,Kolkata-Chennai,Chennai,Kolkata,2025-03-16,2025-02-25,AC First Class,686.5,1949.6,90,Credit Card,Railway Counter,51,Male
f0ec3adc-a351-4627-883c-8dfbbd7a6280,Biju Sethi,TR8486,Ahmedabad-Jaipur,Patna,Bangalore,2025-01-30,2024-12-17,AC 2 Tier,1556.1,318.39,10,Credit Card,Mobile App,62,Other
3b7ec8e1-5c96-4d70-9800-fd78903c12bf,Nayantara Boase,TR8841,Lucknow-Patna,Chennai,Jaipur,2025-03-22,2025-01-01,AC 2 Tier,1902.8,1343.68,0,Net Banking,IRCTC Website,62,Other
d736b080-03b1-4973-9b5d-93945fd22881,Tejas Dey,TR3196,Ahmedabad-Jaipur,Lucknow,Kolkata,2025-05-12,2025-04-11,AC 3 Tier,937.5,162.3,30,Net Banking,Travel Agent,14,Other
e2156b57-8e5c-4941-bec4-fc99db70a1cc,Anika Dutta,TR4936,Lucknow-Patna,Kolkata,Jaipur,2025-05-23,2024-11-16,Sleeper,1079.5,227.01,60,Net Banking,IRCTC Website,73,Male
8900cfb0-938a-4300-9702-4f9526557a13,Misha Ramakrishnan,TR9577,Delhi-Mumbai,Chennai,Jaipur,2025-05-23,2025-02-15,AC First Class,582.7,794.25,15,Net Banking,IRCTC Website,68,Other
2a0670f9-32af-4e06-bdb1-715bb3120f07,Pari Varty,TR3401,Kolkata-Chennai,Kolkata,Patna,2025-02-10,2024-12-28,AC First Class,1480.8,1683.58,5,Net Banking,Travel Agent,19,Female
4cb29ed2-489c-4933-be65-ad3aad382a7e,Shayak Sarraf,TR5589,Hyderabad-Bangalore,Patna,Mumbai,2025-03-06,2025-02-23,AC First Class,1097.8,2266.19,45,UPI,Mobile App,11,Female
cecf6739-45ff-4f69-8f03-5cb14bd90a13,Raghav Butala,TR5600,Hyderabad-Bangalore,Patna,Mumbai,2025-05-11,2025-03-06,AC First Class,1794.3,1242.63,10,Net Banking,Railway Counter,17,Female
3b2f77f6-cfee-4305-bc2e-eb06c745935c,Vihaan Chaudhary,TR2932,Kolkata-Chennai,Patna,Lucknow,2025-03-17,2024-12-28,AC First Class,681.0,2285.59,0,Credit Card,Railway Counter,30,Female
e87f14ab-d950-4599-9946-54b043e2d677,Ritvik Salvi,TR7637,Ahmedabad-Jaipur,Patna,Chennai,2025-05-08,2024-11-26,Sleeper,1096.1,862.2,15,Credit Card,Travel Agent,72,Other
5ccb3bc5-3219-4914-8af2-5e87add7fa86,Indrajit Sagar,TR1766,Lucknow-Patna,Jaipur,Chennai,2025-02-20,2025-01-13,AC First Class,1455.8,130.19,120,Cash,Mobile App,74,Female
1f044bb1-da37-4efa-9da1-67bbad6e5d41,Lakshit Varughese,TR3688,Kolkata-Chennai,Jaipur,Bangalore,2025-05-29,2025-02-19,AC 2 Tier,1591.8,1397.82,15,Net Banking,Mobile App,32,Female
9f913768-8a98-4b9b-aad0-f7a9ba710b29,Yuvraj  Gopal,TR1055,Delhi-Mumbai,Kolkata,Jaipur,2025-04-25,2025-04-03,Second Sitting,229.0,856.6,60,Net Banking,Mobile App,60,Other
a9591e0f-8e53-420f-8ed9-ecebdb19ab8c,Ryan Wali,TR6898,Delhi-Mumbai,Mumbai,Lucknow,2025-04-25,2025-04-04,AC 2 Tier,370.9,794.1,0,Net Banking,Railway Counter,43,Male
0096cd2e-f095-4751-bc6e-7bd7dffa0f90,Zara Srinivas,TR6079,Hyderabad-Bangalore,Jaipur,Patna,2025-05-20,2025-02-16,Sleeper,603.4,247.23,30,Cash,IRCTC Website,19,Female
a1c662bf-8bb4-4bf0-85f8-bdfbb3b6a8dc,Taran Din,TR8999,Kolkata-Chennai,Lucknow,Chennai,2025-05-05,2025-04-18,Second Sitting,122.8,1059.85,5,Cash,IRCTC Website,44,Other
c3e80701-7b88-4526-a516-5ebb1678328e,Sahil Mangat,TR6761,Delhi-Mumbai,Mumbai,Patna,2025-05-20,2025-01-28,AC First Class,1262.7,769.91,90,UPI,Travel Agent,69,Other
e35653ad-909d-4954-9224-fd9bc82ced04,Ritvik Bava,TR5398,Lucknow-Patna,Lucknow,Mumbai,2024-12-31,2024-12-09,Sleeper,1132.9,815.65,45,Cash,IRCTC Website,40,Male
ead56840-bf9b-4f9f-bec7-7c1aa10d55c8,Umang Ahluwalia,TR3143,Ahmedabad-Jaipur,Bangalore,Kolkata,2025-05-30,2025-02-23,Second Sitting,295.7,1971.51,0,Net Banking,Railway Counter,28,Male
7bfce0a2-06d9-44dc-b5aa-0cb67500204b,Aniruddh Dayal,TR1657,Delhi-Mumbai,Kolkata,Bangalore,2025-05-30,2024-11-26,Second Sitting,351.3,1520.78,5,Net Banking,Mobile App,19,Male
5b5ef181-4ffd-4564-9a67-9b355c81dc26,Ivan Apte,TR8113,Kolkata-Chennai,Bangalore,Jaipur,2025-02-17,2025-01-22,AC 2 Tier,1488.7,536.7,0,Debit Card,Travel Agent,31,Male
824a1a79-1b63-4410-a20d-20f48964519b,Faiyaz Barad,TR3745,Delhi-Mumbai,Delhi,Bangalore,2025-05-11,2025-04-01,Sleeper,243.2,194.8,60,Cash,Railway Counter,54,Male
c49eb932-f598-4ece-b04e-287dec1a3330,Tejas Mann,TR8474,Hyderabad-Bangalore,Lucknow,Jaipur,2025-04-03,2025-02-09,AC 2 Tier,1646.2,1282.29,0,Net Banking,Mobile App,42,Female
b7b3bba8-5fc0-419a-8f64-440a10555521,Nayantara Sampath,TR5905,Lucknow-Patna,Delhi,Bangalore,2025-05-08,2025-04-20,Sleeper,452.2,206.55,5,Cash,Mobile App,54,Female
75f6c98d-dfd9-45fe-86dd-4369d68bbb07,Tushar Kala,TR8115,Hyderabad-Bangalore,Delhi,Kolkata,2025-05-02,2025-04-02,AC 3 Tier,691.0,1045.66,10,Net Banking,IRCTC Website,21,Female
946fcaed-65b6-4927-87a6-0d290ffd4f45,Amira Kamdar,TR4713,Ahmedabad-Jaipur,Patna,Jaipur,2025-04-04,2025-03-27,Second Sitting,181.7,1390.9,5,Net Banking,Railway Counter,66,Male
ec2a7e0e-a6b4-450c-a739-507923fc7270,Himmat Sahota,TR9708,Hyderabad-Bangalore,Jaipur,Chennai,2025-03-22,2025-01-25,AC 2 Tier,1201.9,1277.62,90,Cash,Mobile App,22,Female
d9183798-63cc-4d2c-8019-e0cb32904e84,Aniruddh Sundaram,TR1351,Kolkata-Chennai,Bangalore,Chennai,2025-01-05,2024-11-15,AC First Class,283.8,933.7,30,Cash,IRCTC Website,75,Female
302dcdc8-4fc4-4cb1-8549-347fb63d2170,Dharmajan Gokhale,TR6155,Delhi-Mumbai,Bangalore,Patna,2025-01-08,2024-12-15,AC 2 Tier,215.5,628.45,0,Cash,Mobile App,17,Female
e5811986-0e7b-45b4-964d-c8fcc3d25ac5,Siya Choudhury,TR9682,Kolkata-Chennai,Lucknow,Jaipur,2025-01-18,2024-12-05,AC First Class,1109.7,2397.19,10,Cash,IRCTC Website,33,Other
6c05c2fc-4a5c-4e51-ab34-787ff259a501,Adira Jayaraman,TR6420,Ahmedabad-Jaipur,Mumbai,Chennai,2025-04-25,2025-04-04,Sleeper,1947.0,621.16,10,Net Banking,Travel Agent,46,Female
5c216c9c-820d-4fe1-9a8e-2cad29a0e658,Zaina Deshpande,TR3997,Ahmedabad-Jaipur,Chennai,Patna,2025-04-28,2025-03-28,AC 3 Tier,1519.3,114.58,90,UPI,Mobile App,69,Other
846e0bf1-009f-4e0e-a752-786ed8c08ca6,Ishaan Grewal,TR3776,Delhi-Mumbai,Bangalore,Chennai,2025-04-17,2025-04-05,AC 2 Tier,1575.1,2156.84,60,UPI,Travel Agent,47,Male
9f974dc3-8f06-4ad3-980c-912379e3f27e,Sana Shukla,TR4518,Delhi-Mumbai,Jaipur,Mumbai,2025-02-14,2025-02-02,AC 3 Tier,899.1,2084.37,120,Net Banking,IRCTC Website,35,Other
815fec64-34b0-4738-85cd-b223ad361232,Sana Kale,TR4339,Ahmedabad-Jaipur,Patna,Jaipur,2025-04-09,2025-01-15,AC 3 Tier,683.8,1329.22,0,Debit Card,Travel Agent,20,Female
b6a26509-bbf8-4fc2-8eb1-62d45c0513ad,Himmat Chandran,TR9405,Kolkata-Chennai,Lucknow,Patna,2025-05-25,2025-02-28,Second Sitting,749.3,366.78,0,Cash,Mobile App,67,Other
6e84cdde-3aa8-4172-a1a9-9489703aa05e,Sara Aurora,TR8442,Kolkata-Chennai,Patna,Delhi,2025-03-22,2025-02-15,AC 2 Tier,429.0,729.02,5,Debit Card,Travel Agent,19,Female
c393a242-3c7c-4a67-834a-ddf0499af76f,Nirvi Ahuja,TR5056,Hyderabad-Bangalore,Delhi,Patna,2025-04-07,2024-12-06,Second Sitting,1211.2,1841.48,5,Net Banking,Mobile App,47,Male
57f47d4e-a43d-4426-88a3-dce866052229,Renee Vala,TR7677,Hyderabad-Bangalore,Lucknow,Jaipur,2025-04-06,2024-12-25,AC 2 Tier,757.7,2409.1,0,Debit Card,Travel Agent,27,Other
81a6c4fe-a0a3-49d2-9515-889c31eed1a9,Tushar Jhaveri,TR2438,Delhi-Mumbai,Mumbai,Kolkata,2025-04-26,2025-04-25,AC 3 Tier,179.1,2049.35,90,UPI,Travel Agent,15,Other
d29316fb-6fca-4f7a-83c7-e721d9f47897,Ishita Arya,TR1411,Hyderabad-Bangalore,Lucknow,Bangalore,2025-05-23,2025-03-25,AC First Class,497.6,183.36,90,Credit Card,Railway Counter,38,Female
2bd51019-ad31-4440-a6a6-fd5ef9b96462,Hiran Saran,TR7280,Hyderabad-Bangalore,Patna,Bangalore,2025-04-18,2024-12-31,AC 2 Tier,135.5,679.55,0,Credit Card,Railway Counter,15,Other
5465cb73-67c5-48cf-891e-2ae558b43da5,Darshit Chokshi,TR2166,Lucknow-Patna,Kolkata,Chennai,2025-02-25,2025-02-21,AC 3 Tier,933.8,1884.15,0,Credit Card,Mobile App,10,Female
76124c59-0f14-4617-bfd7-00f783781154,Keya Mannan,TR2180,Kolkata-Chennai,Mumbai,Delhi,2025-02-16,2024-12-24,AC 3 Tier,559.3,705.37,45,UPI,IRCTC Website,25,Male
7686dd6c-6067-4433-9187-11c511f17a60,Lakshit Suri,TR7508,Delhi-Mumbai,Kolkata,Chennai,2025-01-22,2024-12-28,AC 2 Tier,1724.8,165.09,90,Debit Card,Railway Counter,28,Female
7f324c4c-6c40-4e03-9fc4-9b8340d96e50,Kanav Sarkar,TR8394,Ahmedabad-Jaipur,Jaipur,Delhi,2025-05-10,2025-02-05,AC 3 Tier,435.8,982.78,120,Cash,Railway Counter,36,Other
3122cddf-63e5-4f6c-9543-10395fab5433,Charvi Behl,TR3943,Ahmedabad-Jaipur,Bangalore,Mumbai,2025-04-17,2025-03-13,AC First Class,203.7,654.4,5,Cash,Railway Counter,69,Other
89733e77-b4b7-4d7d-bd4c-72fa4f34bb3f,Vritika Goel,TR1036,Ahmedabad-Jaipur,Mumbai,Kolkata,2025-03-23,2025-03-11,AC 3 Tier,1257.6,495.41,15,Credit Card,Travel Agent,72,Other
4963d513-5285-4e37-aa3c-fed95c7905d5,Uthkarsh Dave,TR3044,Lucknow-Patna,Delhi,Mumbai,2025-05-15,2025-02-07,AC 3 Tier,1196.4,215.33,120,Credit Card,Railway Counter,73,Other
cef39247-7ae1-4438-9b3b-fb87a4f5941a,Vanya Venkatesh,TR5478,Delhi-Mumbai,Jaipur,Patna,2025-04-25,2025-04-06,AC 3 Tier,1562.2,1062.21,15,Net Banking,IRCTC Website,21,Other
50e2b73c-f503-423e-9a10-3f5d108f46df,Rati Magar,TR5462,Lucknow-Patna,Chennai,Mumbai,2025-04-15,2024-11-12,Sleeper,1120.5,1419.38,45,UPI,IRCTC Website,70,Other
b277e84f-4bef-4122-b55e-bae8c529d925,Onkar Divan,TR4732,Ahmedabad-Jaipur,Mumbai,Bangalore,2025-05-31,2025-01-05,AC First Class,1391.1,1069.36,5,Cash,Travel Agent,61,Other
aca9d788-b06b-469b-b641-11ba5800b910,Indrans Doshi,TR9330,Delhi-Mumbai,Lucknow,Jaipur,2025-04-25,2025-04-04,AC 2 Tier,1214.9,783.02,30,Cash,IRCTC Website,53,Other
d3b1b105-25be-4021-aef3-164bfd2ba6e0,Damini Kumer,TR5849,Hyderabad-Bangalore,Chennai,Bangalore,2025-01-07,2024-12-05,AC First Class,1144.5,136.98,30,Net Banking,Mobile App,44,Female
0247307a-257b-49be-96db-9b78c98c4f5a,Dharmajan Butala,TR5054,Lucknow-Patna,Jaipur,Mumbai,2025-03-15,2025-01-19,AC First Class,1018.1,1562.3,30,Debit Card,Railway Counter,21,Female
fedd427f-947e-4a04-99ca-b468d2a817ef,Renee Kaul,TR1404,Ahmedabad-Jaipur,Delhi,Patna,2024-12-07,2024-12-07,AC 2 Tier,1805.7,129.6,0,Credit Card,Travel Agent,55,Female
d4f86056-de0f-45aa-8e53-ecdc06ae7f2f,Samaira Suresh,TR4122,Hyderabad-Bangalore,Delhi,Jaipur,2025-03-25,2024-12-28,Second Sitting,1184.4,531.27,0,Net Banking,IRCTC Website,13,Other
e4ae4a56-d1d1-4ca4-988d-eaa662650167,Dhruv Loke,TR5719,Hyderabad-Bangalore,Delhi,Bangalore,2025-04-02,2025-03-15,AC 3 Tier,1741.8,570.8,5,Cash,IRCTC Website,20,Male
e13a9baa-0932-456f-81bd-c5062d32751f,Hiran Soman,TR2586,Delhi-Mumbai,Lucknow,Patna,2025-04-18,2025-04-15,AC 3 Tier,1447.3,1895.83,10,Cash,Travel Agent,10,Female
4d0001fb-a3b1-4ad3-92f1-ef94ee41b58c,Yashvi Wadhwa,TR1060,Kolkata-Chennai,Jaipur,Delhi,2025-03-06,2025-02-05,AC 3 Tier,856.0,1732.72,30,Debit Card,IRCTC Website,61,Other
b783fb8b-f8d6-4ca7-b32d-dd27da55bcdc,Vardaniya Swaminathan,TR5333,Ahmedabad-Jaipur,Mumbai,Chennai,2025-01-23,2025-01-05,Second Sitting,493.7,1577.48,60,UPI,Travel Agent,58,Male
f9fc2ef0-e80b-4555-a0e9-531b93e30271,Nehmat Ramachandran,TR2744,Lucknow-Patna,Delhi,Jaipur,2025-04-16,2024-12-11,AC First Class,1507.2,253.09,5,Net Banking,Mobile App,39,Male
455223ac-0392-49e5-a385-6f6a764fb5bb,Gokul Chanda,TR1536,Kolkata-Chennai,Bangalore,Kolkata,2025-02-06,2024-12-07,Sleeper,904.1,1202.01,10,Debit Card,Mobile App,56,Female
0f045b73-7255-45b1-90cd-51e59f77016d,Manikya Salvi,TR7811,Hyderabad-Bangalore,Delhi,Patna,2025-04-19,2025-04-13,Second Sitting,1883.1,459.41,0,UPI,IRCTC Website,40,Male
280bb3ec-f0a5-4052-a43d-ac26660b8e21,Tejas Bose,TR9690,Lucknow-Patna,Jaipur,Delhi,2025-04-20,2025-03-03,Sleeper,140.1,1859.96,0,UPI,Mobile App,58,Female
f865a82f-44a7-47eb-b55b-d43347a34419,Neysa Sule,TR8067,Ahmedabad-Jaipur,Mumbai,Chennai,2025-04-12,2024-11-03,Second Sitting,1422.1,585.42,120,Credit Card,Railway Counter,31,Other
b185c82f-7121-4046-a260-ba30a6d228c9,Gatik Sarkar,TR9157,Delhi-Mumbai,Bangalore,Lucknow,2024-12-27,2024-11-20,Sleeper,1316.5,1864.96,45,Net Banking,IRCTC Website,64,Other
268aa945-858c-4838-82d0-49e0c8c39808,Jhanvi De,TR9944,Lucknow-Patna,Lucknow,Kolkata,2025-05-17,2025-04-20,Sleeper,1640.9,1005.34,30,Debit Card,Travel Agent,23,Female
057fc5fe-e157-4077-af4a-bd17b91de5cc,Lagan Keer,TR2130,Hyderabad-Bangalore,Mumbai,Jaipur,2025-02-19,2024-12-19,AC 3 Tier,1029.0,1212.79,90,Debit Card,Travel Agent,75,Female
49a633d3-981f-4dd6-8594-82b0903114ee,Yakshit Seth,TR3587,Kolkata-Chennai,Bangalore,Jaipur,2025-02-21,2025-01-19,AC 3 Tier,159.9,1502.56,90,Net Banking,Travel Agent,34,Female
539a91c7-91e2-4499-9fed-1b7b90ea9620,Lakshay Luthra,TR5472,Lucknow-Patna,Patna,Kolkata,2025-05-18,2025-01-12,Second Sitting,981.6,762.14,30,Cash,Travel Agent,26,Male
fcbfc58b-cc8c-402a-a003-87f69717fe6c,Rohan Shetty,TR3172,Ahmedabad-Jaipur,Mumbai,Patna,2025-04-12,2025-03-13,Second Sitting,1228.2,1336.46,15,Net Banking,Railway Counter,69,Female
80e63d83-629c-4ef0-a9bd-6e291fb014be,Dharmajan Rajagopal,TR7780,Delhi-Mumbai,Kolkata,Lucknow,2025-03-18,2025-01-21,AC 2 Tier,148.0,775.45,30,Cash,Mobile App,30,Female
fd4d05ca-8e99-49e8-aaa6-d39d0848ea6e,Raunak Kade,TR3377,Lucknow-Patna,Bangalore,Patna,2025-01-16,2024-12-18,AC First Class,1638.7,2406.48,120,Cash,Travel Agent,28,Other
47241a17-7a4b-4900-a43a-406bc20ea4bd,Zain Bali,TR6713,Ahmedabad-Jaipur,Lucknow,Kolkata,2025-02-09,2024-11-27,AC 2 Tier,1186.0,2184.4,5,Cash,IRCTC Website,23,Male
469b6a0e-a024-4232-bc60-ede45d0950f8,Lavanya Devan,TR4298,Lucknow-Patna,Chennai,Jaipur,2025-05-30,2025-02-18,Second Sitting,1267.8,205.83,120,Debit Card,Railway Counter,57,Male
baba980d-6805-4927-8515-0911a5a7f9f2,Ivan Toor,TR1051,Ahmedabad-Jaipur,Lucknow,Patna,2025-05-18,2025-04-23,Sleeper,718.2,713.3,10,Credit Card,IRCTC Website,42,Male
8d0bde5c-2319-44b7-9a07-e476ec658bdb,Arnav Deshmukh,TR6601,Lucknow-Patna,Patna,Mumbai,2025-05-15,2025-01-15,AC 3 Tier,1079.3,1215.97,0,Debit Card,Mobile App,18,Other
aa1c44c6-1e11-406f-84ea-412f4a072c84,Rasha Madan,TR5953,Lucknow-Patna,Patna,Delhi,2025-02-14,2024-11-07,AC First Class,1549.4,2173.77,45,UPI,IRCTC Website,34,Other
859bfe4a-4255-42d9-953d-d15078a0feb0,Lavanya Mallick,TR8116,Delhi-Mumbai,Patna,Lucknow,2025-04-25,2025-03-03,AC First Class,1609.6,2165.64,15,Credit Card,IRCTC Website,26,Female
e9353257-db2c-4a3b-bc11-3a6feb64a552,Shamik Balan,TR1837,Hyderabad-Bangalore,Lucknow,Delhi,2024-12-14,2024-11-22,AC 3 Tier,1814.0,1006.61,5,UPI,Mobile App,59,Other
59cd8289-fdfd-4cfc-b127-1025ebcdea5c,Ranbir Gole,TR7975,Lucknow-Patna,Chennai,Mumbai,2025-04-11,2025-03-18,AC 2 Tier,704.2,2027.14,45,Credit Card,Mobile App,31,Male
78e7dce6-d4b3-4649-a1ef-9556db332e52,Vanya Walla,TR3490,Delhi-Mumbai,Lucknow,Patna,2025-01-22,2024-11-05,AC First Class,237.9,1891.62,30,Debit Card,IRCTC Website,74,Female
f2825585-13fb-4be5-aaf7-bf07691b5b6c,Manjari Krishnamurthy,TR5436,Delhi-Mumbai,Jaipur,Bangalore,2025-03-27,2025-01-11,AC First Class,1640.6,405.04,60,Net Banking,Travel Agent,33,Female
1fa1247b-8120-4264-8dc4-c2222165b03a,Aaina Gola,TR5589,Hyderabad-Bangalore,Kolkata,Lucknow,2025-04-04,2025-03-28,AC First Class,1828.5,1253.5,30,Cash,Mobile App,27,Other
7d989ba0-bcba-4dae-af83-c391ce198ec2,Rania Khare,TR6027,Ahmedabad-Jaipur,Kolkata,Jaipur,2025-01-01,2024-11-28,Sleeper,880.0,1458.01,5,UPI,Travel Agent,12,Other
addb2565-1b0b-4268-b714-127118e97ad6,Ryan Chaudhuri,TR7774,Hyderabad-Bangalore,Delhi,Mumbai,2024-12-16,2024-11-29,Second Sitting,1630.6,441.86,15,Cash,Travel Agent,67,Other
b96327b5-388a-4581-85ab-8e85e29ab3e1,Parinaaz Saha,TR1145,Lucknow-Patna,Bangalore,Delhi,2025-05-03,2025-03-05,AC First Class,408.5,1696.03,10,Credit Card,Mobile App,46,Female
9d016fd2-af8e-4588-bfdf-fd50860ebc50,Shalv Chaudry,TR3497,Lucknow-Patna,Chennai,Mumbai,2025-04-29,2025-04-21,AC First Class,1058.3,127.28,90,Credit Card,Mobile App,52,Other
081fe23f-838f-4c97-a893-0a1390d540fe,Hazel Halder,TR8548,Ahmedabad-Jaipur,Delhi,Bangalore,2025-05-05,2025-04-02,Second Sitting,1543.2,641.04,15,Net Banking,IRCTC Website,25,Other
6f8c1829-50af-469c-a19d-768b5c65da77,Jivika Subramaniam,TR4598,Hyderabad-Bangalore,Chennai,Jaipur,2025-04-24,2025-04-05,AC 2 Tier,1057.5,1129.31,120,UPI,Travel Agent,68,Female
c0182bad-5716-465a-b538-9f1b31745459,Anvi Chander,TR2915,Ahmedabad-Jaipur,Delhi,Chennai,2025-04-10,2024-12-13,Sleeper,1553.9,2038.45,0,Debit Card,Railway Counter,49,Male
1a854092-d459-4178-a2e1-7cb5ba6b15ab,Pihu Dalal,TR7788,Kolkata-Chennai,Bangalore,Chennai,2025-05-22,2024-11-29,AC First Class,1689.8,229.03,30,Cash,Travel Agent,71,Female
97ff28d7-e5a8-49f1-b0fa-eb488dd4c94f,Lagan Dhaliwal,TR4776,Hyderabad-Bangalore,Delhi,Lucknow,2025-05-17,2025-04-04,Sleeper,567.6,1573.87,90,Debit Card,IRCTC Website,45,Male
ec9cbb00-8b9c-4844-9cf0-ee2f852bdeb2,Prisha Sinha,TR3021,Ahmedabad-Jaipur,Lucknow,Kolkata,2025-02-13,2024-11-20,Second Sitting,784.1,1054.74,10,UPI,Mobile App,52,Female
da97ee08-5ed3-4945-9569-4d8c71c4fe79,Riaan Chatterjee,TR2517,Kolkata-Chennai,Chennai,Patna,2025-04-10,2025-01-15,Sleeper,1243.6,2072.64,30,Net Banking,Mobile App,18,Other
13a8e648-db7c-4af7-b8d2-8eee0c46f077,Madhup Kuruvilla,TR9753,Lucknow-Patna,Kolkata,Patna,2025-01-15,2024-12-04,AC 3 Tier,425.8,1331.68,10,Net Banking,Mobile App,43,Female
